Query,Target,Threads,Solutions,FirstTime_s,TotalTime_s,Status
bvg1,1,8,0.000162361,0.000230472,OK
bvg1_2,1,0,-1.76327e+09,1.98853e-08,OK
bvg1_3,1,0,-1.76327e+09,1.93057e-08,OK
bvg1_4,1,0,-1.76327e+09,1.87449e-08,OK
bvg2,1,1,0.000173332,0.000205093,OK
bvg3,1,25,9.47237e-05,0.00034207,OK
m2d1,1,5,0.000118386,0.00020496,OK
m2d2,1,1,0.000154886,0.000193274,OK
rand1,1,3,0.000175338,0.000222823,OK
rand2,1,5,0.00014868,0.000190658,OK
rand3,1,36,0.000195331,0.000335224,OK
rand4,1,1,1.00515,1.59197,OK
rnd_ldg1,1,0,0,28.828,OK
si2_b03_m400_37,1,1,0.000599084,0.000808139,OK
si2_b03m_m800_22,1,25151134,0,29.9949,OK
si2_b06m_m400_96,1,10080,0.000494742,0.0326,OK
si2_b09m_m400_01,1,0,-1.76327e+09,1.86757e-08,OK
si2_rnd_eta04_m1000_00,1,0,0,29.8436,OK
si2_rnd_eta04_m750_20,1,0,0,29.8922,OK
bvg1,2,8,0.000109888,0.000178825,OK
bvg1_2,2,0,-1.76327e+09,1.7163e-08,OK
bvg1_3,2,0,-1.76327e+09,1.88666e-08,OK
bvg1_4,2,0,-1.76327e+09,1.84921e-08,OK
bvg2,2,1,0.000153022,0.000196779,OK
bvg3,2,25,0.000184195,0.000637011,OK
m2d1,2,5,0.000153916,0.000310176,OK
m2d2,2,1,0.000118543,0.000168128,OK
rand1,2,3,0.000152803,0.000220951,OK
rand2,2,5,0.000128383,0.000188888,OK
rand3,2,35,0.0001976,0.000415163,OK
rand4,2,1,0.617949,0.974004,OK
rnd_ldg1,2,0,0,28.7937,OK
si2_b03_m400_37,2,1,0.0008702,0.00108797,OK
si2_b03m_m800_22,2,15477648,0,29.995,OK
si2_b06m_m400_96,2,10080,0.00058,0.0597301,OK
si2_b09m_m400_01,2,0,-1.76327e+09,1.87341e-08,OK
si2_rnd_eta04_m1000_00,2,0,0,29.8477,OK
si2_rnd_eta04_m750_20,2,0,0,29.8877,OK
bvg1,4,8,0.000186101,0.000272779,OK
bvg1_2,4,0,-1.76327e+09,1.97607e-08,OK
bvg1_3,4,0,-1.76327e+09,1.97907e-08,OK
bvg1_4,4,0,-1.76327e+09,1.68011e-08,OK
bvg2,4,1,0.000211437,0.000301711,OK
bvg3,4,25,0.000256753,0.00067899,OK
m2d1,4,5,0.000232259,0.00039417,OK
m2d2,4,1,0.00016427,0.000233572,OK
rand1,4,3,0.000202465,0.000301821,OK
rand2,4,5,0.000158148,0.000235643,OK
rand3,4,35,0.000226682,0.00044767,OK
rand4,4,1,0.36346,0.566792,OK
rnd_ldg1,4,1,0,28.7997,OK
si2_b03_m400_37,4,1,0.000615807,0.000969018,OK
si2_b03m_m800_22,4,14714305,0,29.9951,OK
si2_b06m_m400_96,4,10080,0.000595375,0.0417815,OK
si2_b09m_m400_01,4,0,-1.76327e+09,1.8495e-08,OK
si2_rnd_eta04_m1000_00,4,0,0,29.8646,OK
si2_rnd_eta04_m750_20,4,0,0,29.9062,OK
bvg1,8,8,0.000351005,0.000509466,OK
bvg1_2,8,0,-1.76327e+09,2.08481e-08,OK
bvg1_3,8,0,-1.76327e+09,1.93362e-08,OK
bvg1_4,8,0,-1.76327e+09,1.85115e-08,OK
bvg2,8,1,0.000400033,0.000630681,OK
bvg3,8,25,0.000471196,0.000958042,OK
m2d1,8,5,0.000460398,0.00071579,OK
m2d2,8,1,0.000343385,0.000464954,OK
rand1,8,3,0.000418721,0.000641938,OK
rand2,8,5,0.000364821,0.000510824,OK
rand3,8,35,0.000433978,0.000743461,OK
rand4,8,1,0.22318,0.34264,OK
rnd_ldg1,8,1,14.4237,16.7426,OK
si2_b03_m400_37,8,1,0.000795391,0.00117584,OK
si2_b03m_m800_22,8,13112352,0,29.9952,OK
si2_b06m_m400_96,8,10080,0.000749464,0.0363797,OK
si2_b09m_m400_01,8,0,-1.76327e+09,2.06151e-08,OK
si2_rnd_eta04_m1000_00,8,0,0,29.8232,OK
si2_rnd_eta04_m750_20,8,0,0,29.9111,OK
